City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
343,Ambulu,ID,76.73,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
344,Los Llanos De Aridane,ES,64.4,few clouds,28.6585,-17.9182,Valle Aridane
345,Parrita,CR,84.2,clear sky,9.5201,-84.3225,Beso del Viento
346,Palestine,PS,61.0,scattered clouds,31.9216,35.2033,Grand Park Hotel
347,Qaqortoq,GL,33.8,clear sky,60.7167,-46.0333,Hotel Qaqortoq
348,Jihlava,CZ,30.99,overcast clouds,49.3961,15.5912,Grandhotel Garni
350,Alyangula,AU,78.8,light rain,-13.8483,136.4192,Groote Eylandt Lodge
351,Shenjiamen,CN,49.75,clear sky,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
352,Bartlesville,US,39.2,overcast clouds,36.7473,-95.9808,Hilton Garden Inn Bartlesville
353,Komsomolskiy,UZ,41.0,mist,40.4272,71.7189,Ikathouse
355,Namwala,ZM,69.66,overcast clouds,-15.7504,26.4384,Corner Point Lodge
356,Saraza,PH,77.65,overcast clouds,8.7356,117.78,NOREEN GALLEGO
357,Gamboma,CG,78.48,overcast clouds,-1.8764,15.8644,Residence N'Keni
358,Grand Gaube,MU,80.01,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
359,Oudtshoorn,ZA,66.2,scattered clouds,-33.5907,22.2014,Earthbound Guest House
360,Arlit,NE,69.1,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
361,Bonthe,SL,80.98,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
362,Mbandaka,CD,78.55,clear sky,0.0487,18.2603,Guest House Epervier
364,Lakatoro,VU,78.44,clear sky,-16.0999,167.4164,Lakatoro Palm Lodge
365,Vanimo,PG,76.87,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
366,Lorengau,PG,81.75,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
368,Xalpatlahuac,MX,81.93,clear sky,17.4667,-98.6167,Hotel Villarreal
369,Kirakira,SB,79.66,overcast clouds,-10.4544,161.9205,SanBiz Lodge
370,Belize,BZ,86.0,clear sky,17.25,-88.75,Villa San Juan
371,Veraval,IN,69.62,clear sky,20.9,70.3667,Lords Inn Somnath
372,Lagoa,PT,59.99,overcast clouds,39.05,-27.9833,Casa Das Faias
373,Casma,CL,80.6,clear sky,-41.0082,-73.1244,Hospedaje Casma
374,Tortoli,IT,55.4,fog,39.9256,9.6572,Hotel La Bitta
375,Jiaonan,CN,46.99,clear sky,35.8786,119.9753,Vienna Hotel Qingdao Huangdao
376,Alugan,PH,78.91,scattered clouds,12.2188,125.4808,JM Lodge
378,Brufut,GM,78.8,overcast clouds,13.3814,-16.7518,Sheraton Gambia Hotel Resort & Spa
380,Hasaki,JP,37.4,fog,35.7333,140.8333,Inubosaki Kanko Hotel
382,Augusto Correa,BR,86.85,broken clouds,-1.0217,-46.635,Fazenda Bacuri
383,Ishinomaki,JP,42.04,broken clouds,38.4167,141.3,Hotel Route Inn Ishinomaki Henan Inter
384,Baie-Comeau,CA,28.4,haze,49.2168,-68.1489,Travelodge by Wyndham Baie Comeau
387,Chardara,KZ,50.2,light rain,41.2547,67.9692,Жанаргул
388,Ijui,BR,77.0,few clouds,-28.3878,-53.9147,Hotel Vera Cruz
390,Ovsyanka,RU,26.6,clear sky,55.9575,92.5519,Hotel Alsey Krasnoyarsk
391,Atar,MR,73.4,clear sky,20.5169,-13.0499,Oumou Elghoura
392,La Macarena,CO,82.65,overcast clouds,2.1837,-73.7849,Casa Hotel Real
394,Esperance,AU,59.0,scattered clouds,-33.8667,121.9,Hospitality Esperance
395,Mathathane,BW,77.7,light rain,-22.2687,28.7495,Selepswe Resort
396,Tucuman,AR,87.8,clear sky,-26.8241,-65.2226,Dallas Hotel Tucuman
397,Port Hedland,AU,77.0,clear sky,-20.3167,118.5667,The Esplanade Hotel
398,Laguna,US,55.0,clear sky,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
399,Southbridge,US,39.99,scattered clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
400,Uray,RU,33.84,light snow,60.1247,64.7758,Hotel Pioner
401,Mkushi,ZM,66.94,light rain,-13.6202,29.3939,HARVEST Inn Mkushi
402,Hof,DE,32.0,light snow,50.3167,11.9167,Hotel Burghof
403,Baiyin,CN,33.01,clear sky,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
404,Kudahuvadhoo,MV,81.19,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
405,Cabo San Lucas,MX,80.01,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
406,Barra De Sao Francisco,BR,79.86,moderate rain,-18.755,-40.8908,Td Hotel
407,Bandarbeyla,SO,76.32,few clouds,9.4942,50.8122,JABIR HOTEL
409,Namatanai,PG,79.02,broken clouds,-3.6667,152.4333,Namatanai Hotel
411,Cardenas,CU,78.8,broken clouds,23.0375,-81.2047,Casa JF 1906
412,Aljezur,PT,51.01,overcast clouds,37.3191,-8.8033,Amazigh Hostel
413,Port Hueneme,US,66.99,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
415,Tabas,IR,53.6,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
420,Saint George,US,53.01,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
423,Saint-Pierre,RE,79.0,broken clouds,-21.3393,55.4781,Lindsey Hôtel
424,Mocuba,MZ,76.33,overcast clouds,-16.8392,36.9856,Phama Lodge
426,Puerto Escondido,MX,87.8,few clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
427,Astoria,US,46.99,mist,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
428,Hobyo,SO,77.56,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
432,Joshimath,IN,38.41,clear sky,30.5667,79.5667,Shivalik Camps & Resort
433,Marawi,PH,73.99,overcast clouds,7.9986,124.2928,Derogongan Residence
434,Vardo,NO,23.0,light snow,70.3705,31.1107,Vardø Hotel AS
435,Ucluelet,CA,46.4,broken clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
438,Iwaki,JP,37.0,clear sky,37.05,140.8833,Toyoko Inn Iwaki Ekimae
440,Crossville,US,44.01,overcast clouds,35.949,-85.0269,Hampton Inn Crossville
441,The Valley,AI,80.6,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
443,Pampa,US,51.8,clear sky,35.5362,-100.9599,Holiday Inn Express & Suites Pampa
444,Tirumullaivasal,IN,74.23,clear sky,11.2333,79.8333,Hajaali
446,Le Port,RE,78.8,light rain,-20.9373,55.2919,Villa Maido
448,Mayo,US,51.01,broken clouds,38.8876,-76.5119,Resorts Resource Group International
450,Lons-Le-Saunier,FR,48.2,broken clouds,46.75,5.75,"Gîte ""La cabane du berger"""
452,Lewistown,US,37.99,clear sky,40.5992,-77.5714,Quality Inn & Suites
453,Mount Isa,AU,75.2,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
455,Cayenne,GF,78.8,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
456,Xinzhou,CN,33.04,clear sky,38.4092,112.7333,Shell Hotel - Xinzhou
457,Oktyabrskoye,RU,35.6,broken clouds,43.0645,44.7417,Prolesok Mini-hotel
458,Steamboat Springs,US,28.0,overcast clouds,40.485,-106.8317,Steamboat Grand
460,Hamilton,US,34.0,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
461,Itarema,BR,85.39,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
462,Bantry,IE,41.0,broken clouds,51.6833,-9.45,The Maritime Hotel
463,Centralia,US,46.0,broken clouds,46.7162,-122.9543,Peppermill Inn
464,Kahului,US,69.01,few clouds,20.8947,-156.47,Maui Seaside Hotel
465,Darnah,LY,62.46,overcast clouds,32.767,22.6367,فندق الفردوس
467,Ewa Beach,US,69.8,overcast clouds,21.3156,-158.0072,Base Lodging
468,Pachperwa,IN,52.72,clear sky,27.5167,82.65,भगत जी दहीबड़ा चना साबुदाना पकौड़ी
469,Paamiut,GL,22.57,clear sky,61.994,-49.6678,Yeet Hotel
471,San Patricio,US,68.0,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
473,Katsuura,JP,42.8,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
474,Rio Claro,BR,87.8,scattered clouds,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
475,Zhangye,CN,27.48,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
476,Domoni,KM,81.14,overcast clouds,-12.2569,44.5319,Al Djadid
478,Cikupa,ID,82.0,heavy intensity rain,-6.2364,106.5083,Baguos Priyo Satiaji
479,Bharatpur,IN,53.2,clear sky,27.2167,77.4833,OYO 22446 Sonar Haveli
480,Jinan,CN,40.41,clear sky,36.6683,116.9972,Sofitel Silver Plaza Hotel Jinan
482,Kutum,SD,56.43,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
483,Victoria Point,AU,73.99,clear sky,-27.5833,153.3,Bay Retreat Motel
484,Kamina,CD,65.98,overcast clouds,-8.7386,24.9906,Guest House la Grace
485,Marmande,FR,48.99,overcast clouds,44.5,0.1667,Hôtel Restaurant Campanile Marmande
486,Borovskoy,KZ,30.76,light snow,53.8,64.15,Аренда жилья/Баня
489,Tutoia,BR,89.6,few clouds,-2.7619,-42.2744,Pousada Guará's
490,Severnoye,RU,31.42,overcast clouds,56.3491,78.3619,Gostinitsa Severyanka
491,Mattru,SL,82.72,broken clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
492,Tarakan,ID,78.57,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
493,Samarai,PG,82.31,overcast clouds,-10.6167,150.6667,Nuli Sapi
494,Antalaha,MG,77.0,overcast clouds,-14.9003,50.2788,Hotel Vitasoa
495,Nhulunbuy,AU,80.6,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
496,Ocampo,MX,71.33,clear sky,21.65,-101.5,Hotel Estancia del Vaquero
497,Sapouy,BF,86.88,overcast clouds,11.5544,-1.7736,Auberge St Louis
499,Vao,NC,76.98,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
500,Maracacume,BR,89.96,overcast clouds,-2.0428,-45.9592,Hotel Ramos
502,Magomeni,TZ,82.4,scattered clouds,-6.8,39.25,Holiday Inn Dar Es Salaam
503,Noumea,NC,77.0,few clouds,-22.2763,166.4572,Hôtel Le Lagon
504,Maneadero,MX,60.01,clear sky,31.7167,-116.5667,Casa De Thompson
505,Ayorou,NE,82.2,clear sky,14.7308,0.9174,Hotel Amenokal
507,Kalmunai,LK,76.66,few clouds,7.4167,81.8167,VS Villa
510,Ituacu,BR,89.74,moderate rain,-13.8133,-41.2967,Hotel Alelos
511,Gat,IL,62.01,clear sky,31.61,34.7642,OlusHome
512,Yambio,SS,74.17,clear sky,4.5721,28.3955,Naivasha Hotel
513,Waipawa,NZ,53.01,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
515,Qeshm,IR,68.0,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
516,Oytal,KZ,40.96,light rain,42.9057,73.2697,Sanatorium Ak-Niet
517,Etne,NO,21.99,clear sky,59.6648,5.9326,Fugl Fønix
518,Malakal,SS,72.59,broken clouds,9.5334,31.6605,Nile Palace Hotel
519,Bhainsdehi,IN,56.08,clear sky,21.6467,77.6325,Prince Rathore HOME
521,Gisborne,NZ,59.0,overcast clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
522,Sakakah,SA,53.6,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
524,Baculin,PH,77.4,overcast clouds,7.4525,126.5842,Shovy's Cove
526,Arrifes,PT,61.0,broken clouds,37.7667,-25.7,Hotel Ponta Delgada
527,Guerande,FR,46.4,few clouds,47.3291,-2.4283,Best Western Hôtel de la Cité
528,Arshan,RU,24.8,light snow,46.2732,44.22,Guest House The Green Village
529,Alto Araguaia,BR,80.46,broken clouds,-17.3147,-53.2153,Araguaia Palace Hotel
531,Ruwi,OM,69.8,clear sky,23.5996,58.5507,Al Falaj Hotel
532,Takoradi,GH,80.83,clear sky,4.8845,-1.7554,Raybow International Hotel
533,Chapulhuacan,MX,86.09,few clouds,21.1667,-98.9,Hotel Posada Don Mauro
535,Lumby,CA,34.0,overcast clouds,50.2498,-118.969,Twin Creeks Motel
536,Half Moon Bay,US,61.0,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
537,Odweyne,SO,69.69,clear sky,9.4092,45.064,Eng Hiirey House
540,Looc,PH,77.16,overcast clouds,12.2605,121.9926,Cummings Highlands
541,Yining,CN,50.74,clear sky,29.0361,114.5636,Xiushui Hotel
542,Akdepe,TM,46.4,clear sky,42.0551,59.3788,Мой дом
543,Vasto,IT,50.0,overcast clouds,42.1243,14.7059,Hotel President
544,Saga,JP,44.01,clear sky,33.2493,130.2988,Hotel New Otani Saga
545,Anloga,GH,86.0,few clouds,5.7947,0.8973,Pin Drop Hotel
546,Mombasa,KE,82.4,few clouds,-4.0547,39.6636,New Palm Tree Hotel
548,Saint-Francois,FR,48.99,overcast clouds,46.4154,3.9054,Manoir Du Bonheur
549,Yantai,CN,36.86,clear sky,37.5333,121.4,Yantai Seaside International Youth Hostel
550,Dandong,CN,24.4,overcast clouds,40.1292,124.3947,Yiranju Farmstay
551,Aviles,ES,48.99,scattered clouds,43.5547,-5.9248,Hotel NH Collection Palacio de Avilés
552,Ghanzi,BW,69.44,moderate rain,-21.5667,21.7833,Ghanzi Farmhouse
553,Sukhumi,GE,49.51,overcast clouds,43.0033,41.0153,Ritsa Hotel
554,Mildura,AU,60.8,clear sky,-34.2,142.15,Mercure Hotel Mildura
555,Sao Jose De Mipibu,BR,87.8,scattered clouds,-6.0747,-35.2378,Rancho Crepusculo
557,Garowe,SO,70.2,clear sky,8.4054,48.4845,Curubo Hotel
558,Mecca,SA,67.62,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
561,Grants,US,42.8,clear sky,35.1473,-107.8514,"Motel 6 Grants, NM"
562,Inhambane,MZ,82.4,few clouds,-23.865,35.3833,Oceano
563,Labuhan,ID,77.83,clear sky,-6.8844,112.2051,PT PPI Lamongan Tambak C
564,Merke,KZ,42.64,moderate rain,42.8728,73.1786,Gostinitsa Merki
566,Aksu,CN,26.55,clear sky,41.1231,80.2644,Pudong Holiday Hotel
567,Fereydun Kenar,IR,53.26,overcast clouds,36.6864,52.5225,Khezer Shahr Tourist Hotel
568,Civitavecchia,IT,62.6,clear sky,42.0933,11.7967,Hotel Mediterraneo
570,Huarmey,PE,75.85,few clouds,-10.0681,-78.1522,Hotel Miramar
571,Standerton,ZA,62.01,overcast clouds,-26.9337,29.2415,Terrace Lofts
572,Hanzhong,CN,47.26,overcast clouds,33.0728,107.0303,Guorui Hotel
573,Rocha,UY,82.0,clear sky,-34.4833,-54.3333,Beleza Pura B&B
574,Salalah,OM,75.2,scattered clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
575,Alexandria,EG,60.8,clear sky,31.2156,29.9553,Royal Crown Hotel
578,Mega,ET,66.6,scattered clouds,4.05,38.3,Amanuel Guest House
579,Strezhevoy,RU,32.0,light rain,60.7333,77.5889,Sibiryachka
581,Jefferson City,US,28.4,overcast clouds,38.5767,-92.1735,DoubleTree by Hilton Hotel Jefferson City
582,La Tuque,CA,21.2,overcast clouds,47.4334,-72.7824,The Gite du Parc
586,Acapulco,MX,84.2,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
587,Corona,US,73.0,clear sky,33.8753,-117.5664,Holiday Inn Express & Suites Corona
589,Marsh Harbour,BS,77.32,clear sky,26.5412,-77.0636,Abaco Beach Resort
590,Palmer,US,41.0,broken clouds,42.1584,-72.3287,Wedgewood Motel
592,Waverley,ZA,68.0,overcast clouds,-25.7023,28.2591,Aves Indigo Guesthouse
593,Plymouth,US,45.0,few clouds,41.8334,-70.8328,Rodeway Inn Middleboro-Plymouth
594,Mogadishu,SO,77.23,clear sky,2.0371,45.3438,Hotel Juba
595,Puri,IN,68.0,mist,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
597,Vila Franca Do Campo,PT,61.0,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
598,Jiuquan,CN,27.86,few clouds,39.7432,98.5174,Jiuquan Hotel
599,Nortelandia,BR,89.1,overcast clouds,-14.4547,-56.8028,Hotel Karysmã
600,Mizan Teferi,ET,69.44,few clouds,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
603,Castillo De Teayo,MX,86.0,few clouds,20.75,-97.6167,Fuente de sodas el palmito
604,Sola,VU,75.2,few clouds,-13.8833,167.55,Leumerus Bungalows
605,Te Anau,NZ,52.39,few clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
606,Port Blair,IN,78.58,scattered clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
610,Amarpur,IN,55.99,clear sky,25.0333,86.9,Amit kirana store
611,Arrecife,ES,62.6,few clouds,28.963,-13.5477,Hotel Lancelot
613,Gravdal,NO,32.88,broken clouds,68.1214,13.5031,Skreda Rorbusuiter
614,Makakilo City,US,69.8,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
615,Kargasok,RU,33.69,overcast clouds,59.0556,80.8572,Hotel Kargasok
616,Cap Malheureux,MU,80.01,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
618,Sabang,ID,81.27,light rain,5.8933,95.3214,Hotel Citra
619,Kawalu,ID,72.3,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
621,Port Hardy,CA,42.8,light rain,50.6996,-127.4199,Airport Inn
622,Menongue,AO,69.19,overcast clouds,-14.6585,17.691,Ritz Lauca
623,Eyl,SO,75.69,clear sky,7.9803,49.8164,Amiin Hotel
624,Ponot,PH,78.6,overcast clouds,8.452,123.0222,Jose Dalman Municipal Building
625,Vasteras,SE,21.2,overcast clouds,59.6162,16.5528,Scandic Västerås
626,Birjand,IR,50.0,clear sky,32.8663,59.2211,Birjand Tourist Hotel
627,Ruteng,ID,63.84,overcast clouds,-8.6136,120.4721,Hotel FX72 Ruteng
628,Govindgarh,IN,54.09,clear sky,27.5,76.9833,Bana Ji Hotel & Restrorant
629,Raudeberg,NO,24.8,clear sky,61.9875,5.1352,Nordre Silda.
630,Shumikha,RU,33.48,overcast clouds,55.2261,63.2961,Shumikha
632,Sikonge,TZ,69.8,light rain,-5.6333,32.7667,Daukilo Lodge
634,Marica,BR,71.01,heavy intensity rain,-22.9194,-42.8186,Marica Hills
637,Chabahar,IR,68.04,clear sky,25.2919,60.643,هتل گدروشیا
638,Tura,IN,59.43,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
639,Nuevo Progreso,MX,80.01,clear sky,23.1667,-97.95,Balneario Rio el Paraiso
640,Garmsar,IR,55.06,overcast clouds,35.2182,52.3409,Peyvand Hotel
642,Snihurivka,UA,24.8,clear sky,47.0758,32.8052,SuperSharik
643,Ranfurly,NZ,55.99,clear sky,-45.1333,170.1,Ranfurly Holiday Park Motels & Cabins
644,Itanagar,IN,58.66,few clouds,27.1,93.6167,OYO 45507 Hotel Moomsie
645,Chanute,US,32.0,overcast clouds,37.6792,-95.4572,Guest House Motel Chanute
646,Vila Velha,BR,86.0,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
647,Leo,BF,86.11,overcast clouds,11.1,-2.1,Hotel Sissilis
648,Piacabucu,BR,85.1,clear sky,-10.4056,-36.4344,Piaçabuçu News
649,Hualmay,PE,75.22,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
652,Zapolyarnyy,RU,24.8,light snow,69.4154,30.8136,Pechenga
653,Tevriz,RU,34.14,overcast clouds,57.509,72.4042,Postoyalyy Dvor
655,Manggar,ID,79.43,overcast clouds,-2.8833,108.2667,Guest Hotel
656,Saint-Georges,GD,84.2,few clouds,12.0564,-61.7485,Siesta Hotel
657,Bereda,ES,42.01,overcast clouds,43.2686,-7.5406,Pazo de Verdes
660,Chichli,IN,53.96,clear sky,22.8333,78.8167,जयश टेंट हाउस चीचली
661,Kasempa,ZM,67.35,overcast clouds,-13.4584,25.8338,Jipumpu Guest House
662,Kaputa,ZM,71.04,light rain,-8.4689,29.6619,Chelelwa Charlets
663,Mamallapuram,IN,73.4,mist,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
664,Pringsewu,ID,73.42,broken clouds,-5.3582,104.9744,Urban Style by Front One
665,Soma,TR,55.4,clear sky,39.1855,27.6094,Hotel Labella
666,Jacmel,HT,89.6,few clouds,18.2342,-72.5347,Hotel Florita
667,Salamiyah,SY,52.5,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
668,Taitung,TW,65.79,clear sky,22.7583,121.1444,Taitung Bali Suites Hotel
669,Havoysund,NO,26.6,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
670,Canutama,BR,85.01,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
671,Humaita,BR,80.62,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
673,Xinyu,CN,52.3,clear sky,27.8043,114.9334,Xinyu Beihu Hotel
675,Kota Kinabalu,MY,77.0,few clouds,5.9749,116.0724,Gaya Centre Hotel
677,Court-Saint-Etienne,BE,41.0,light rain,50.6167,4.5667,La Pallande
678,Jardim,BR,84.97,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
679,Mekhe,SN,77.0,clear sky,15.1097,-16.6218,Hôtel Keur Mame Astou
680,Grafton,US,39.99,clear sky,42.207,-71.6856,The Grafton Inn
